"InstanceInst.","StatusStat.","VariablesVari.","BinariesBina.","IntegersInte.","ContinuousCont.","ConstraintsCons.","Nonz.Nonz.","SubmitterSubm.","GroupGrou.","ObjectiveObje.","TagsTags."
"neos-686190","easy","3660","3600","60","0","3664","18085","NEOS Server Submission","neos-pseudoapplication-60","6730","benchmark_suitable precedence variable_bound set_partitioning set_covering general_linear"
"neos-691058","easy","3006","1755","0","1251","2667","30837","NEOS Server Submission","neos-pseudoapplication-110","296.999999999986","benchmark_suitable set_partitioning cardinality mixed_binary"
"neos-738098","easy","9093","8946","0","147","25849","101360","NEOS Server Submission","neos-pseudoapplication-15","-1099","benchmark_suitable precedence variable_bound set_partitioning set_packing cardinality invariant_knapsack equation_knapsack binpacking mixed_binary general_linear"
"neos-780889","easy","182700","182700","0","0","73910","497210","NEOS Server Submission","neos-pseudoapplication-94","3421500","binary benchmark_suitable aggregations set_partitioning cardinality mixed_binary"
"neos-787933","easy","236376","236376","0","0","1897","298320","NEOS Server Submission","neos-pseudoapplication-36","30","benchmark binary decomposition benchmark_suitable binpacking mixed_binary"
"neos-799711","easy","41998","910","0","41088","59218","147164","NEOS Server Submission","neos-pseudoapplication-25","-11170211.734","numerics aggregations precedence variable_bound set_partitioning set_packing cardinality mixed_binary"
"neos-799716","easy","30619","910","0","29709","40418","99928","NEOS Server Submission","neos-pseudoapplication-1","4932670.66169","numerics aggregations precedence variable_bound set_partitioning set_packing cardinality mixed_binary"
"neos-807639","easy","1030","80","0","950","1541","5520","NEOS Server Submission","neos-pseudoapplication-79","454.1999999999998","benchmark_suitable aggregations variable_bound set_packing mixed_binary general_linear"
"neos-820879","easy","9522","9522","0","0","361","72356","NEOS Server Submission","neos-pseudoapplication-23","25467.99999999995","binary benchmark_suitable set_partitioning set_covering cardinality knapsack mixed_binary"
"neos-824661","easy","45390","15640","0","29750","18804","138890","NEOS Server Submission","neos-pseudoapplication-93","33","decomposition benchmark_suitable set_partitioning set_packing cardinality binpacking mixed_binary"
"neos-826224","easy","41820","27540","0","14280","17266","127840","NEOS Server Submission","neos-pseudoapplication-87","121","decomposition set_partitioning set_packing cardinality binpacking mixed_binary"
"neos-826650","easy","5912","5792","0","120","2414","20440","NEOS Server Submission","neos-pseudoapplication-87","29","decomposition benchmark_suitable aggregations set_partitioning set_packing cardinality binpacking mixed_binary general_linear"
"neos-827015","easy","79347","79347","0","0","7688","166239","NEOS Server Submission","neos-pseudoapplication-95","2.31958979","binary numerics precedence set_partitioning cardinality invariant_knapsack"
"neos-827175","easy","32504","21350","0","11154","14187","110790","NEOS Server Submission","neos-pseudoapplication-87","112.00152","benchmark decomposition benchmark_suitable aggregations set_partitioning set_packing cardinality binpacking mixed_binary general_linear"
"neos-829552","easy","40971","40971","0","0","5153","86952","NEOS Server Submission","neos-pseudoapplication-95","2.31958979","binary numerics precedence set_partitioning cardinality invariant_knapsack"
"neos-831188","easy","4612","4612","0","0","2185","11256","NEOS Server Submission","neos-pseudoapplication-94","2.613774619999999","binary benchmark_suitable aggregations precedence set_partitioning cardinality invariant_knapsack"
"neos-848198","open","10164","462","0","9702","924","29106","NEOS Server Submission","neos-pseudoapplication-3","51797.0*","mixed_binary"
"neos-848589","easy","550539","747","0","549792","1484","1101078","NEOS Server Submission","neos-pseudoapplication-77","2351.40309999697","benchmark benchmark_suitable cardinality mixed_binary"
"neos-850681","easy","2594","2479","16","99","2067","37113","NEOS Server Submission","neos-pseudoapplication-12","2472","benchmark_suitable aggregations variable_bound set_partitioning set_packing invariant_knapsack general_linear"
"neos-859770","easy","2504","2504","0","0","2065","880736","NEOS Server Submission","neos-pseudoapplication-81","Infeasible","infeasible binary benchmark_suitable set_partitioning invariant_knapsack mixed_binary"
"neos-860300","easy","1385","1384","0","1","850","384329","NEOS Server Submission","neos-pseudoapplication-23","3200.999999999998","benchmark benchmark_suitable set_partitioning set_packing set_covering invariant_knapsack general_linear"
"neos-872648","hard","175219","87575","0","87644","93291","350438","NEOS Server Submission","neos-pseudoapplication-61","48.60790603143","decomposition precedence variable_bound mixed_binary"
"neos-873061","easy","175288","87644","0","87644","93360","350576","NEOS Server Submission","neos-pseudoapplication-61","113.6562385063","benchmark decomposition benchmark_suitable precedence variable_bound mixed_binary"
"neos-876808","easy","87268","87268","0","0","85808","682376","NEOS Server Submission","neos-pseudoapplication-62","169795.259907","binary decomposition benchmark_suitable aggregations set_packing set_covering invariant_knapsack knapsack mixed_binary"
"neos-885086","easy","4860","2430","0","2430","11574","248310","NEOS Server Submission","neos-pseudoapplication-8","-243","benchmark_suitable variable_bound set_packing mixed_binary"
"neos-885524","easy","91670","91670","0","0","65","258309","NEOS Server Submission","neos-pseudoapplication-100","12320.092","binary benchmark_suitable set_covering mixed_binary"
"neos-911970","easy","888","840","0","48","107","3408","NEOS Server Submission","neos-pseudoapplication-70","54.76","benchmark benchmark_suitable set_partitioning set_covering mixed_binary"
"neos-913984","easy","76000","76000","0","0","1076","152000","NEOS Server Submission","neos-pseudoapplication-2","1000","binary decomposition set_partitioning mixed_binary"
"neos-914441","easy","15007","15006","0","1","15129","59658","NEOS Server Submission","neos-pseudoapplication-75","9347771.999999987","decomposition numerics precedence set_partitioning cardinality mixed_binary"
"neos-932721","easy","22266","21825","0","441","18085","107908","NEOS Server Submission","neos-pseudoapplication-56","52030","decomposition precedence variable_bound set_packing invariant_knapsack mixed_binary"
"neos-933562","easy","3032","3024","0","8","3200","28800","NEOS Server Submission","neos-pseudoapplication-94","17.99999999999975","benchmark_suitable aggregations set_partitioning set_packing mixed_binary"
"neos-933638","easy","32417","28637","0","3780","13658","187173","NEOS Server Submission","neos-pseudoapplication-34","275.9999999999998","benchmark_suitable precedence variable_bound set_packing invariant_knapsack mixed_binary"
"neos-933966","easy","31762","27982","0","3780","12047","180618","NEOS Server Submission","neos-pseudoapplication-34","318","benchmark benchmark_suitable precedence variable_bound set_packing invariant_knapsack mixed_binary"
"neos-935234","easy","10309","7530","0","2779","9568","55271","NEOS Server Submission","neos-pseudoapplication-34","2431.999999999996","benchmark_suitable precedence set_packing invariant_knapsack integer_knapsack mixed_binary general_linear"
"neos-935769","easy","9799","7020","0","2779","6741","36447","NEOS Server Submission","neos-pseudoapplication-34","3010","decomposition benchmark_suitable precedence variable_bound set_packing invariant_knapsack integer_knapsack mixed_binary general_linear"
"neos-941313","easy","167910","167910","0","0","13189","484080","NEOS Server Submission","neos-pseudoapplication-81","9360.999999999985","binary decomposition benchmark_suitable set_partitioning set_packing cardinality invariant_knapsack knapsack"
"neos-948346","easy","57855","57855","0","0","1570","540443","NEOS Server Submission","neos-pseudoapplication-48","-227.6","binary benchmark_suitable set_packing invariant_knapsack binpacking knapsack"
"neos-950242","easy","5760","5520","240","0","34224","104160","NEOS Server Submission","neos-pseudoapplication-72","4","benchmark benchmark_suitable aggregations precedence variable_bound set_partitioning set_covering invariant_knapsack general_linear"
"neos-952987","hard","31329","31329","0","0","354","90384","NEOS Server Submission","neos-pseudoapplication-22","Infeasible","infeasible binary set_covering equation_knapsack knapsack"
"neos-953928","easy","23305","23305","0","0","12498","169861","NEOS Server Submission","neos-pseudoapplication-13","-99.9044444446","binary decomposition benchmark_suitable precedence set_packing invariant_knapsack binpacking knapsack"
"neos-954925","hard","84718","84718","0","0","2989","844983","NEOS Server Submission","neos-pseudoapplication-48","-237.7688889","binary precedence set_packing invariant_knapsack binpacking knapsack"
"neos-956971","easy","57756","57756","0","0","2527","483560","NEOS Server Submission","neos-pseudoapplication-48","-237.7688889","binary benchmark_suitable precedence set_packing invariant_knapsack binpacking knapsack"
"neos-957143","easy","57756","57756","0","0","2767","497676","NEOS Server Submission","neos-pseudoapplication-48","-237.7688889","binary benchmark_suitable precedence set_packing invariant_knapsack binpacking knapsack"
"neos-957323","easy","57756","57756","0","0","3757","499656","NEOS Server Submission","neos-pseudoapplication-48","-237.7566815","benchmark binary benchmark_suitable precedence variable_bound set_packing invariant_knapsack binpacking knapsack"
"neos-960392","easy","59376","59376","0","0","4744","189503","NEOS Server Submission","neos-pseudoapplication-94","-238","benchmark binary benchmark_suitable precedence variable_bound set_partitioning set_packing invariant_knapsack binpacking knapsack"
"neos-983171","easy","8965","6557","0","2408","6711","36691","NEOS Server Submission","neos-pseudoapplication-34","2360","benchmark_suitable precedence variable_bound set_packing invariant_knapsack integer_knapsack mixed_binary general_linear"
"neos16","easy","377","336","41","0","1018","2801","NEOS Server Submission","neos-pseudoapplication-90","446","benchmark_suitable variable_bound integer_knapsack general_linear"
"neos17","easy","535","300","0","235","486","4931","NEOS Server Submission","neos-pseudoapplication-66","0.1500025774","benchmark benchmark_suitable mixed_binary"
"neos18","easy","3312","3312","0","0","11402","24614","NEOS Server Submission","neos-pseudoapplication-49","16","binary decomposition benchmark_suitable precedence variable_bound set_covering invariant_knapsack"
"neos2","easy","2101","1040","0","1061","1103","7326","NEOS Server Submission","neos-pseudoapplication-93","454.86469703","decomposition benchmark_suitable precedence variable_bound set_partitioning mixed_binary"
"neos22","easy","3240","454","0","2786","5208","12312","NEOS Server Submission","neos-pseudoapplication-27","779714.9999999997","decomposition precedence variable_bound mixed_binary"
"neos4","easy","22884","17172","0","5712","38577","96042","NEOS Server Submission","neos-pseudoapplication-65","-48603440751","decomposition numerics aggregations precedence variable_bound set_packing mixed_binary"
"neos5","easy","63","53","0","10","63","2016","NEOS Server Submission","neos-pseudoapplication-21","15","benchmark benchmark_suitable mixed_binary"
"neos6","easy","8786","8340","0","446","1036","251946","NEOS Server Submission","neos-pseudoapplication-47","83","benchmark_suitable set_packing set_covering invariant_knapsack knapsack mixed_binary"
"neos8","easy","23228","23224","4","0","46324","313180","NEOS Server Submission","neos-pseudoapplication-15","-3719","benchmark benchmark_suitable precedence set_packing cardinality invariant_knapsack binpacking general_linear"
"neos859080","easy","160","80","80","0","164","1280","NEOS Server Submission","neos-pseudoapplication-96","Infeasible","benchmark infeasible benchmark_suitable variable_bound general_linear"
"neos9","easy","81408","2099","0","79309","31600","244224","NEOS Server Submission","neos-pseudoapplication-5","797.9999999999869","decomposition benchmark_suitable variable_bound set_packing mixed_binary"
"net12","easy","14115","1603","0","12512","14021","80384","P. Belotti","–","214","benchmark decomposition benchmark_suitable precedence set_packing cardinality invariant_knapsack mixed_binary"
